,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
1197,Obstetrics & Gynecology,SO,New Package,SO020,Pyometra drainage,SO020A,Pyometra drainage,"5,000"
1198,Obstetrics & Gynecology,SO,S400079,SO021,Intrauterine transfusions,SO021A,Intrauterine transfusions,"11,000"
1199,Obstetrics & Gynecology,SO,S400031,SO022,Hysteroscopic adhesiolysis,SO022A,Hysteroscopic adhesiolysis,"6,900"
1200,Obstetrics & Gynecology,SO,"S400027, S100179",SO023,Laparoscopic adhesiolysis,SO023A,Laparoscopic adhesiolysis,"6,000"
1201,Obstetrics & Gynecology,SO,S400052,SO024,Trans - vaginal tape / Trans-obturator tape,SO024A,Trans-vaginal tape,"15,200"
1202,Obstetrics & Gynecology,SO,S400052,SO024,Trans - vaginal tape / Trans-obturator tape,SO024B,Trans-obturator tape,"15,200"
1203,"Obstetrics & Gynecology,  Urology",SO,S400012,SO025,Sacrocolpopexy (Abdominal),SO025A,Open,"23,900"
1204,"Obstetrics & Gynecology,  Urology",SO,S400012,SO025,Sacrocolpopexy (Abdominal),SO025B,Lap.,"23,900"
1205,Obstetrics & Gynecology,SO,S400015,SO026,LLETZ (including PAP smear and colposcopy),SO026A,LLETZ (including PAP smear and colposcopy),"9,900"
1206,Obstetrics & Gynecology,SO,New Package,SO027,Vaginal Sacrospinus fixation with repair,SO027A,Vaginal Sacrospinus fixation with repair,"15,000"
1207,Obstetrics & Gynecology,SO,S400074,SO028,Excision of Vaginal Septum (vaginal route),SO028A,Excision of Vaginal Septum (vaginal route),"14,500"
1208,"Obstetrics & Gynecology,  Pediatric Surgery",SO,S400075,SO029,Hymenectomy for imperforate hymen,SO029A,Hymenectomy for imperforate hymen,"3,000"
1209,Obstetrics & Gynecology,SO,New Package,SO030,Anterior & Posterior Colpoperineorrhapy,SO030A,Anterior & Posterior Colpoperineorrhapy,"8,000"
1210,Obstetrics & Gynecology,SO,S400014,SO031,Vaginoplasty (McIndoe procedure),SO031A,Vaginoplasty (McIndoe procedure),"11,000"
1211,"Obstetrics & Gynecology,  Urology",SO,S400011,SO032,Vaginal repair for vesico-vaginal fistula,SO032A,Vaginal repair for vesico-vaginal fistula,"34,000"
1212,"Obstetrics & Gynecology,  Pediatric Surgery",SO,S400013,SO033,Rectovaginal fistula repair,SO033A,Rectovaginal fistula repair,"24,000"
1213,Obstetrics & Gynecology,SO,New Package,SO034,Vulval Hamatoma drainage,SO034A,Vulval Hamatoma drainage,"3,000"
1214,"Obstetrics & Gynecology,  Surgical Oncology",SO,S400020,SO035,Vulvectomy simple,SO035A,Vulvectomy simple,"15,000"
1215,"Obstetrics & Gynecology,  Surgical Oncology",SO,S1500044,SO036,Radical Vulvectomy with Inguinal and Pelvic  lymph node disection,SO036A,Radical Vulvectomy with Inguinal and Pelvic  lymph node disection,"38,500"
1216,Obstetrics & Gynecology,SO,New Package,SO037,Abdomino Perineal repair for Mullerian Anomaly,SO037A,Abdomino Perineal repair for Mullerian Anomaly,"20,000"
1217,Obstetrics & Gynecology,SO,S100105,SO038,Pelvic Abscess Management including Colpotomy,SO038A,Pelvic Abscess Management including Colpotomy,"1,200"
1218,"Obstetrics & Gynecology,  Pediatric Surgery, Surgical  Oncology",SO,S400022,SO039,Diagnostic / Staging laparoscopy,SO039A,Diagnostic / Staging laparoscopy,"9,700"
1219,Obstetrics & Gynecology,SO,S400044,SO040,Laparotomy for benign disorders,SO040A,Ectopic,"14,000"
1220,Obstetrics & Gynecology,SO,New Package,SO040,Laparotomy for benign disorders,SO040B,PID,"14,000"
1221,Obstetrics & Gynecology,SO,S400025,SO041,Laparoscopic cystectomy,SO041A,Laparoscopic cystectomy,"15,000"
1222,Obstetrics & Gynecology,SO,S400065,SO042,Cystocele - Anterior repair,SO042A,Cystocele - Anterior repair,"6,000"
1223,Obstetrics & Gynecology,SO,S400004,SO043,Burch,SO043A,Abdominal,"30,000"
1224,Obstetrics & Gynecology,SO,S400004,SO043,Burch,SO043B,Laparoscopic,"30,000"
1225,Obstetrics & Gynecology,SO,S400070,SO044,Electro Cauterisation / Cryo Surgery,SO044A,Electro Cauterisation / Cryo Surgery,"4,000"
1226,Obstetrics & Gynecology,SO,New Package,SO045,EUA for (minor girls / unmarried sexually inactive /  victims of sexual abuse),SO045A,EUA for (minor girls / unmarried sexually inactive /  victims of sexual abuse),"2,000"
1227,Obstetrics & Gynecology,SO,New Package,SO046,Hospitalisation for Antenatal Complications,SO046A,Hospitalisation for Antenatal Complications,"1,800"
1228,Obstetrics & Gynecology,SO,S400076,SO047,Amniocentesis,SO047A,Amniocentesis,"14,500"
1229,Obstetrics & Gynecology,SO,S400077,SO048,Chorionic villus sampling,SO048A,Chorionic villus sampling,"14,500"
1230,Obstetrics & Gynecology,SO,S400078,SO049,Cordocentesis,SO049A,Cordocentesis,"14,500"
1231,Obstetrics & Gynecology,SO,S400048,SO050,McDonald's stitch,SO050A,McDonald's stitch,"4,000"
1232,Obstetrics & Gynecology,SO,S400049,SO051,Shirodkar's stitch,SO051A,Shirodkar's stitch,"4,000"
1233,Obstetrics & Gynecology,SO,New Package,SO052,Medical management of ectopic pregnancy,SO052A,Medical management of ectopic pregnancy,"1,800"
1234,Obstetrics & Gynecology,SO,S400047,SO053,Medical Termination of Pregnancy,SO053A,MTP upto 8 weeks,"3,500"
1235,Obstetrics & Gynecology,SO,S400046,SO053,Medical Termination of Pregnancy,SO053B,MTP 8 to 12 weeks,"5,000"
1236,Obstetrics & Gynecology,SO,S400045,SO053,Medical Termination of Pregnancy,SO053C,MTP > 12 weeks,"6,500"
1237,Obstetrics & Gynecology,SO,S400036,SO054,High risk delivery,SO054A,Pre-mature delivery,"11,500"
1238,Obstetrics & Gynecology,SO,S400038,SO054,High risk delivery,SO054B,Mothers with eclampsia / imminent eclampsia /  severe pre-eclampsia,"11,500"
1239,Obstetrics & Gynecology,SO,S400040,SO054,High risk delivery,SO054C,Major Fetal malformation requiring intervention  immediately after birth,"11,500"
1240,Obstetrics & Gynecology,SO,S400041,SO054,High risk delivery,SO054D,Mothers with severe anaemia (<7 g/dL),"11,500"
1241,Obstetrics & Gynecology,SO,S400042,SO054,High risk delivery,SO054E,"Other maternal and fetal conditions as per  guidelines-eg previous caesarean section, diabetes,  severe growth retardation, etc that qualify for high  risk delivery.","11,500"
1242,Obstetrics & Gynecology,SO,S400043,SO055,Manual removal of placenta,SO055A,Manual removal of placenta,"8,500"
1243,Obstetrics & Gynecology,SO,S400073,SO056,Secondary suturing of episiotomy,SO056A,Secondary suturing of episiotomy,"2,500"
1244,Obstetrics & Gynecology,SO,S400034,SO057,Caesarean Delivery,SO057A,Caesarean Delivery,"11,500"
1245,Obstetrics & Gynecology,SO,New Package,SO058,Re exploration after laparotomy / Caesarean Section,SO058A,Re exploration after Caesarean Section,"14,000"
1246,Obstetrics & Gynecology,SO,New Package,SO058,Re exploration after laparotomy / Caesarean Section,SO058B,Re exploration after laparotomy,"14,000"
1247,Obstetrics & Gynecology,SO,S400063,SO059,Vulvo vaginal cyst enucleation / drainage,SO059A,Vulvo vaginal cyst enucleation,"4,700"
1248,Obstetrics & Gynecology,SO,New Package,SO059,Vulvo vaginal cyst enucleation / drainage,SO059B,Vulvo vaginal cyst drainage,"4,700"
1249,Plastic & Reconstructive  Surgery,SP,S1000008,SP001,Pressure Sore – Surgery,SP001A,Pressure Sore – Surgery,"30,000"
1250,Plastic & Reconstructive  Surgery,SP,S1000009,SP002,Diabetic Foot – Surgery,SP002A,Diabetic Foot – Surgery,"30,000"
1251,Plastic & Reconstructive  Surgery,SP,S1000002,SP003,Revascularization of limb / digit,SP003A,Revascularization of limb / digit,"25,000"
1252,Plastic & Reconstructive  Surgery,SP,S1000001,SP004,Ear Pinna Reconstruction with costal cartilage /  Prosthesis  (including the cost of prosthesis / implants),SP004A,Ear Pinna Reconstruction with costal cartilage /  Prosthesis  (including the cost of prosthesis / implants),"30,000"
1253,Plastic & Reconstructive  Surgery,SP,S1000006,SP005,Scalp avulsion reconstruction,SP005A,Scalp avulsion reconstruction,"50,000"
1254,Plastic & Reconstructive  Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns  /  trauma / congenital deformity  (including cost of expander / implant),SP006A,Tissue Expander for disfigurement following burns,"50,000"
1255,Plastic & Reconstructive  Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns  /  trauma / congenital deformity  (including cost of expander / implant),SP006B,Tissue Expander for disfigurement following  trauma,"50,000"
1256,Plastic & Reconstructive  Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns  /  trauma / congenital deformity  (including cost of expander / implant),SP006C,Tissue Expander for disfigurement following  congenital deformity,"50,000"
1257,Plastic & Reconstructive  Surgery,SP,S1000003,SP007,Hemangioma,SP007A,Sclerotherapy under GA,"35,000"
1258,Plastic & Reconstructive  Surgery,SP,S1000004,SP007,Hemangioma,SP007B,Debulking,"35,000"
1259,Plastic & Reconstructive  Surgery,SP,"S1000004, S100067, S100068",SP007,Hemangioma,SP007C,Excision,"35,000"
1260,Plastic & Reconstructive  Surgery,SP,S1000007,SP008,NPWT,SP008A,NPWT,"2,000"
1261,"Pediatric Surgery, Oral &  Maxillofacial Surgery,  Plastic & Reconstructive  Surgery",SS,"S1400034, S100145, S100146, S100147, S1600009",SS001,Cleft Lip and Palate Surgery (per stage),SS001A,Cleft Lip and Palate Surgery (per stage),"15,000"
1262,Pediatric Surgery,SS,S1400002,SS002,Ankyloglossia,SS002A,Ankyloglossia Minor,"5,000"
1263,Pediatric Surgery,SS,S1400001,SS002,Ankyloglossia,SS002B,Ankyloglossia Major,"15,000"
1264,Pediatric Surgery,SS,S1400016,SS003,Anti GERD Surgery,SS003A,Anti GERD Surgery,"10,000"
1265,Pediatric Surgery,SS,S1400019,SS004,Gastrostomy + Esophagoscopy + Threading,SS004A,Gastrostomy + Esophagoscopy + Threading,"20,000"
1266,Pediatric Surgery,SS,S1400028,SS005,Ladds Procedure,SS005A,Ladds Procedure,"30,000"
1267,Pediatric Surgery,SS,S1400017,SS006,Duplication Cyst Excision,SS006A,Duplication Cyst Excision,"20,000"
1268,Pediatric Surgery,SS,S1400026,SS007,Intussusception,SS007A,Non – Operative Reduction in infants,"20,000"
1269,Pediatric Surgery,SS,"S1400027, S100087",SS007,Intussusception,SS007B,Operative in infants,"25,000"
1270,Pediatric Surgery,SS,S1400021,SS008,Surgery for Hirschsprung’s Disease,SS008A,Myectomy,"25,000"
1271,Pediatric Surgery,SS,S1400022,SS008,Surgery for Hirschsprung’s Disease,SS008B,Pull Through,"20,000"
1272,Pediatric Surgery,SS,S1400023,SS008,Surgery for Hirschsprung’s Disease,SS008C,Rectal Biopsy - Punch,"10,000"
1273,Pediatric Surgery,SS,S1400024,SS008,Surgery for Hirschsprung’s Disease,SS008D,Rectal Biopsy – Open,"10,000"
1274,Pediatric Surgery,SS,S1400025,SS008,Surgery for Hirschsprung’s Disease,SS008E,Sphinecterotomy,"15,000"
1275,Pediatric Surgery,SS,S1400029,SS009,Rectal Polypectomy - Sigmoiescopic Under GA,SS009A,Rectal Polypectomy - Sigmoiescopic Under GA,"8,000"
1276,Pediatric Surgery,SS,S1400010,SS010,Ano Rectal Malformation,SS010A,Abd - Perineal PSARP,"20,000"
1277,Pediatric Surgery,SS,S1400011,SS010,Ano Rectal Malformation,SS010B,Anoplasty,"20,000"
1278,Pediatric Surgery,SS,S1400012,SS010,Ano Rectal Malformation,SS010C,Cutback,"20,000"
1279,Pediatric Surgery,SS,S1400013,SS010,Ano Rectal Malformation,SS010D,PSARP,"20,000"
1280,Pediatric Surgery,SS,S1400014,SS010,Ano Rectal Malformation,SS010E,Redo - Pullthrough,"15,000"
1281,Pediatric Surgery,SS,S500063,SS010,Ano Rectal Malformation,SS010F,Transposition,"15,000"
1282,Pediatric Surgery,SS,S1400018,SS011,Fecal Fistula Closure,SS011A,Fecal Fistula Closure,"25,000"
1283,Pediatric Surgery,SS,S1400020,SS012,GI Tumor Excision,SS012A,GI Tumor Excision,"30,000"
1284,Pediatric Surgery,SS,S1400031,SS013,Congenital Diaphragmatic Hernia,SS013A,Congenital Diaphragmatic Hernia,"25,000"
1285,Pediatric Surgery,SS,S1400033,SS014,Exomphalos / Gastroschisis,SS014A,Exomphalos,"25,000"
1286,Pediatric Surgery,SS,S1400033,SS014,Exomphalos / Gastroschisis,SS014B,Gastroschisis,"25,000"
1287,Pediatric Surgery,SS,S1400003,SS015,Hernia & Hydrocele,SS015A,Hernia & Hydrocele,"20,000"
1288,Pediatric Surgery,SS,S1400030,SS016,Retro - Peritoneal Lymphangioma Excision,SS016A,Retro - Peritoneal Lymphangioma Excision,"25,000"
1289,Pediatric Surgery,SS,S1400004,SS017,Surgery for Sacrococcygeal Teratoma,SS017A,Surgery for Sacrococcygeal Teratoma,"20,000"
1290,Pediatric Surgery,SS,S1400032,SS018,Surgery for Congenital Lobar Emphysema,SS018A,Surgery for Congenital Lobar Emphysema,"25,000"
1291,Pediatric Surgery,SS,S1400005,SS019,Undescended Testis,SS019A,Bilateral - Palpable + Nonpalpable,"15,000"
1292,Pediatric Surgery,SS,S1400006,SS019,Undescended Testis,SS019B,Bilateral Palpable,"15,000"
1293,Pediatric Surgery,SS,S1400007,SS019,Undescended Testis,SS019C,Bilateral Non - Palpable,"20,000"
1294,Pediatric Surgery,SS,S1400009,SS019,Undescended Testis,SS019D,Unilateral - Palpable,"15,000"
1295,Pediatric Surgery,SS,S1400008,SS019,Undescended Testis,SS019E,Reexploration / Second Stage,"20,000"
1296,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,New Package,ST001,Conservative Management of Head Injury,ST001A,Severe,"1,000"
1297,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S800047,ST001,Conservative Management of Head Injury,ST001B,Depressed Fracture,"5,000"
1298,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery, Oral &  Maxillofacial Surgery",ST,S600004,ST002,Head injury with repair of Facio-Maxillary Injury &  fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury &  fixations (including implants),"31,000"
1299,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600006,ST003,Craniotomy and evacuation of Haematoma with  fixation of fracture of long bone,ST003A,Subdural hematoma along with fixation of fracture  of single long bone,"60,000"
1300,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600006,ST003,Craniotomy and evacuation of Haematoma with  fixation of fracture of long bone,ST003B,Extradural hematoma along with fixation of fracture  of single long bone,"60,000"
1301,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600007,ST003,Craniotomy and evacuation of Haematoma with  fixation of fracture of long bone,ST003C,Subdural hematoma along with fixation of fracture  of 2 or more long bone.,"75,000"
1302,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600007,ST003,Craniotomy and evacuation of Haematoma with  fixation of fracture of long bone,ST003D,Extradural hematoma along with fixation of fracture  of 2 or more long bone.,"75,000"
1303,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600010,ST004,Management of Chest injury with fracture of Long  bone,ST004A,Management of Chest injury with fixation of Single  Long bone,"30,000"
1304,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600011,ST004,Management of Chest injury with fracture of Long  bone,ST004B,Management of Chest injury with fixation of 2 or  more Long bones,"45,000"
1305,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600008,ST005,Management of Visceral injury and fracture long  bone,ST005A,Surgical intervention for Visceral injury and  fixation of fracture of single long bone,"30,000"
1306,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600009,ST005,Management of Visceral injury and fracture long  bone,ST005B,Surgical intervention for Visceral injury and  fixation of fracture of 2 or more long bones,"45,000"
1307,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600005,ST006,Internal fixation of Pelviacetabular fracture,ST006A,Internal fixation of Pelviacetabular fracture,"40,000"
1308,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600003,ST007,Internal fixation with Flap cover Surgery for wound  in compound fracture,ST007A,Internal fixation with Flap cover Surgery for wound  in compound fracture,"40,000"
1309,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600012,ST008,Emergency tendons repair ± Peripheral Nerve  repair/ reconstructive surgery,ST008A,Emergency tendons repair ± Peripheral Nerve  repair/ reconstructive surgery,"30,000"
1310,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600001,ST009,Management of Nerve Plexus / Tendon injuries,ST009A,Nerve Plexus injury repair,"50,000"
1311,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600001,ST009,Management of Nerve Plexus / Tendon injuries,ST009B,Nerve Plexus injury reconstruction,"50,000"
1312,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600001,ST009,Management of Nerve Plexus / Tendon injuries,ST009C,Tendon injury repair,"50,000"
1313,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600001,ST009,Management of Nerve Plexus / Tendon injuries,ST009D,Tendon injury reconstruction,"50,000"
1314,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600001,ST009,Management of Nerve Plexus / Tendon injuries,ST009E,Tendon Transfer,"50,000"
1315,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600002,ST010,Plexus injury along with Vascular injury repair /  graft,ST010A,Plexus injury along with Vascular injury repair,"60,000"
1316,"Polytrauma, Orthopedics,  Neurosurgery, General  Surgery",ST,S600002,ST010,Plexus injury along with Vascular injury repair /  graft,ST010B,Plexus injury along with Vascular injury graft,"60,000"
1317,Urology & Pediatric Surgery,SU,"S700001, S700003",SU001,Adrenalectomy,SU001A,Open,"27,500"
1318,Urology & Pediatric Surgery,SU,"S700002, S700004",SU001,Adrenalectomy,SU001B,Lap.,"27,500"
1319,"Urology, Pediatric Surgery",SU,S700034,SU002,Renal Cyst deroofing or Marsupialization,SU002A,Open,"25,000"
1320,"Urology, Pediatric Surgery",SU,S700035,SU002,Renal Cyst deroofing or Marsupialization,SU002B,Lap.,"25,000"
1321,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700006,SU003,Nephrectomy,SU003A,For Benign pathology - Open,"27,500"
1322,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700007,SU003,Nephrectomy,SU003B,For Benign pathology - Lap.,"27,500"
1323,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700008,SU003,Nephrectomy,SU003C,Radical (Renal tumor) - Open,"27,500"
1324,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700009,SU003,Nephrectomy,SU003D,Radical (Renal tumor) - Lap.,"27,500"
1325,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700010,SU004,Nephrectomy - Partial or Hemi,SU004A,Open,"42,000"
1326,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700011,SU004,Nephrectomy - Partial or Hemi,SU004B,Lap.,"42,000"
1327,Urology,SU,S700030,SU005,Nephrolithotomy,SU005A,Open,"30,000"
1328,Urology,SU,S700031,SU005,Nephrolithotomy,SU005B,Anatrophic,"30,000"
1329,Urology,SU,New Package,SU006,Open Nephrolithotomy - Follow Up,SU006A,Open Nephrolithotomy - Follow Up,"1,000"
1330,Urology,SU,"S700024, S700025",SU007,PCNL (Percutaneous Nephrolithotomy),SU007A,PCNL (Percutaneous Nephrolithotomy),"35,000"
1331,"Urology, Pediatric Surgery,  Interventional Radiology",SU,S700036,SU008,Nephrostomy - Percutaneous ultrasound guided,SU008A,Nephrostomy - Percutaneous ultrasound guided,"14,000"
1332,Urology,SU,New Package,SU009,Nephrostomy (PCN) - Follow Up,SU009A,Nephrostomy (PCN) - Follow Up,"1,200"
1333,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700012,SU010,Nephro ureterectomy (Benign),SU010A,Open,"27,500"
1334,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700013,SU010,Nephro ureterectomy (Benign),SU010B,Lap.,"27,500"
1335,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700014,SU011,Nephro ureterectomy with cuff of bladder,SU011A,Open,"27,500"
1336,"Urology, Pediatric Surgery,  Surgical Oncology",SU,S700015,SU011,Nephro ureterectomy with cuff of bladder,SU011B,Lap.,"27,500"
1337,Urology,SU,S700033,SU013,Perinephric Abscess drainage,SU013A,Open,"14,000"
1338,Urology,SU,S700032,SU013,Perinephric Abscess drainage,SU013B,Percutaneous,"14,000"
1339,Urology,SU,"S700039, S700041",SU014,Ureteroscopy + Stone removal with lithotripsy,SU014A,Lower Ureter,"28,000"
1340,Urology,SU,"S700040, S700041",SU014,Ureteroscopy + Stone removal with lithotripsy,SU014B,Upper Ureter,"28,000"
1341,Urology,SU,New Package,SU015,URSL / URSL - Laser - Follow Up,SU015A,URSL / URSL - Laser - Follow Up,"1,000"
1342,Urology,SU,"S700026, S700027",SU016,Extracoporeal shock - wave Lithotripsy (ESWL),SU016A,"Extracoporeal shock - wave Lithotripsy (ESWL)  stone, with or without stent (one side)","18,500"
1343,Urology,SU,New Package,SU017,ESWL - Follow Up,SU017A,ESWL - Follow Up,"1,000"
1344,"Urology, Pediatric Surgery",SU,S700037,SU018,Ureterolithotomy,SU018A,Open,"20,000"
1345,"Urology, Pediatric Surgery",SU,S700038,SU018,Ureterolithotomy,SU018B,Lap.,"20,000"
1346,Urology,SU,New Package,SU019,Lap Ureterolithotomy - Follow Up,SU019A,Lap Ureterolithotomy - Follow Up,"1,000"
1347,Urology,SU,New Package,SU020,Open Ureterolithotomy - Follow Up,SU020A,Open Ureterolithotomy - Follow Up,"1,000"
1348,"Urology, Pediatric Surgery",SU,S700016,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021A,Pyeloplasty - Open,"27,500"
1349,"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021B,Pyeloplasty - Laparoscopic,"27,500"
1350,"Urology, Pediatric Surgery",SU,S700016,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021C,Pyeloureterostomy - Open,"27,500"
1351,"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021D,Pyeloureterostomy - Laparoscopic,"27,500"
1352,"Urology, Pediatric Surgery",SU,S700016,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021E,Pyelopyelostomy - Open,"27,500"
1353,"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021F,Pyelopyelostomy - Laparoscopic,"27,500"
1354,Urology,SU,New Package,SU022,Pyeloplasty,SU022A,Pyeloplasty - Follow Up,"1,500"
1355,"Urology, Pediatric Surgery",SU,S700020,SU023,Ureterocalycostomy,SU023A,Ureterocalycostomy - Open,"25,000"
1356,"Urology, Pediatric Surgery",SU,S700021,SU023,Ureterocalycostomy,SU023B,Ureterocalycostomy - Laparoscopic,"25,000"
1357,"Urology, Pediatric Surgery",SU,S700028,SU024,Pyelolithotomy,SU024A,Open,"28,000"
1358,"Urology, Pediatric Surgery",SU,S700029,SU024,Pyelolithotomy,SU024B,Lap.,"28,000"
1359,Urology,SU,S700123,SU025,Internal Ureterotomy including cystoscopy as an  independent procedure,SU025A,Internal Ureterotomy including cystoscopy as an  independent procedure,"10,000"
1360,Urology,SU,S700050,SU026,Ureterolysis for retroperitoneal fibrosis (with or without omental wrapping),SU026A,Open,"28,000"
1361,Urology,SU,S700051,SU026,Ureterolysis for retroperitoneal fibrosis (with or without omental wrapping),SU026B,Lap.,"28,000"
1362,"Urology, Pediatric Surgery",SU,S700042,SU027,Ureterostomy,SU027A,Ureterostomy (Cutaneous),"20,000"
1363,"Urology, Pediatric Surgery",SU,S700022,SU028,Uretero-ureterostomy,SU028A,Open,"25,000"
1364,"Urology, Pediatric Surgery",SU,S700023,SU028,Uretero-ureterostomy,SU028B,Lap.,"25,000"
1365,"Urology , Obstetrics &  Gynecology",SU,S700048,SU029,Uretero-vaginal / Uterine fistula repair,SU029A,Uretero - vaginal fistula repair - Open,"25,000"
1366,"Urology , Obstetrics &  Gynecology",SU,S700048,SU029,Uretero-vaginal / Uterine fistula repair,SU029B,Uretero - Uterine fistula repair - Open,"25,000"
1367,"Urology , Obstetrics &  Gynecology",SU,S700049,SU029,Uretero-vaginal / Uterine fistula repair,SU029C,Uretero - vaginal fistula repair - Laparoscopic,"25,000"
1368,"Urology , Obstetrics &  Gynecology",SU,S700049,SU029,Uretero-vaginal / Uterine fistula repair,SU029D,Uretero - Uterine fistula repair - Laparoscopic,"25,000"
1369,"Urology, Pediatric Surgery",SU,"S700044, S700045",SU030,Ureteric reimplantation,SU030A,Open,"23,000"
1370,"Urology, Pediatric Surgery",SU,"S700046, S700047",SU030,Ureteric reimplantation,SU030B,Lap.,"23,000"
1371,Urology,SU,S700052,SU031,Boari flap for ureteric stricture,SU031A,Open,"30,000"
1372,Urology,SU,S700053,SU031,Boari flap for ureteric stricture,SU031B,Lap.,"30,000"
1373,Urology,SU,S700054,SU032,Ileal replacement for ureteric stricture,SU032A,Ileal replacement for ureteric stricture,"46,000"
1374,"Urology, Pediatric Surgery",SU,"S700055, S700056",SU033,"DJ stenting including cystoscopy, ureteric  catheterization, retrograde pyelogram",SU033A,"DJ stenting including cystoscopy, ureteric  catheterization, retrograde pyelogram","9,800"
1375,Urology,SU,New Package,SU034,DJ Stent Removal,SU034A,DJ Stent Removal,"5,000"
1376,Urology,SU,S700058,SU035,"Ureterocele incision including cystoscopy, ureteric  catheterization, retrograde pyelogram",SU035A,"Ureterocele incision including cystoscopy, ureteric  catheterization, retrograde pyelogram","15,000"
1377,Urology,SU,S700057,SU036,"Ureteric sampling including cystoscopy, ureteric  catheterization, retrograde pyelogram",SU036A,"Ureteric sampling including cystoscopy, ureteric  catheterization, retrograde pyelogram","11,000"
1378,"Urology, Pediatric Surgery",SU,S700159,SU037,Acute management of upper urinary tract trauma –  conservative,SU037A,Acute management of upper urinary tract trauma –  conservative,"2,000"
1379,Urology,SU,S700018,SU038,Endopyelotomy,SU038A,Retrograde with laser / bugbee,"25,000"
1380,Urology,SU,S700019,SU038,Endopyelotomy,SU038B,Antegrade with laser / bugbee,"25,000"
1381,Urology,SU,New Package,SU039,Open Pyelolithotomy - Follow Up,SU039A,Open Pyelolithotomy - Follow Up,"1,200"
1382,"Urology, Pediatric Surgery",SU,S700060,SU040,"Cystolithotomy - Open, including cystoscopy",SU040A,Open - including cystoscopy,"18,500"
1383,"Urology, Pediatric Surgery",SU,S700061,SU041,"Cystolithotripsy / Urethral Stone endoscopic,  including cystoscopy",SU041A,"Cystolithotripsy endoscopic, including cystoscopy","18,500"
1384,"Urology, Pediatric Surgery",SU,S700061,SU041,"Cystolithotripsy / Urethral Stone endoscopic,  including cystoscopy",SU041B,"Urethral Stone removal endoscopic, including  cystoscopy","18,500"
1385,"Urology, Pediatric Surgery",SU,S700067,SU042,Diagnostic Cystoscopy,SU042A,Diagnostic Cystoscopy,"6,500"
1386,"Urology, Surgical Oncology,  Pediatric Surgery",SU,S700073,SU043,Partial Cystectomy,SU043A,Open,"23,000"
1387,"Urology, Surgical Oncology,  Pediatric Surgery",SU,S700074,SU043,Partial Cystectomy,SU043B,Lap.,"23,000"
1388,Urology,SU,New Package,SU044,Partial Cystectomy - Follow Up,SU044A,Partial Cystectomy - Follow Up,"1,000"
