,Specialty Code HBP 2.0,Specialty,Package Code HBP 2.1,AB PM - JAY  Package Name,Procedure Code HBP 2.1,AB PM - JAY  Procedure Name,Procedure Price,Stratification,Implant,Total Package Price
1423,SU,"Urology, Pediatric Surgery",SU021,Pyeloplasty /  Pyeloureterostomy /  Pyelopyelostomy,SU021B,Pyeloplasty - Laparoscopic,"27,500",NA,NA,"27,500"
1424,SU,"Urology, Pediatric Surgery",SU021,Pyeloplasty /  Pyeloureterostomy /  Pyelopyelostomy,SU021C,Pyeloureterostomy - Open,"27,500",NA,NA,"27,500"
1425,SU,"Urology, Pediatric Surgery",SU021,Pyeloplasty /  Pyeloureterostomy /  Pyelopyelostomy,SU021D,Pyeloureterostomy -  Laparoscopic,"27,500",NA,NA,"27,500"
1426,SU,"Urology, Pediatric Surgery",SU021,Pyeloplasty /  Pyeloureterostomy /  Pyelopyelostomy,SU021E,Pyelopyelostomy - Open,"27,500",NA,NA,"27,500"
1427,SU,"Urology, Pediatric Surgery",SU021,Pyeloplasty /  Pyeloureterostomy /  Pyelopyelostomy,SU021F,Pyelopyelostomy -  Laparoscopic,"27,500",NA,NA,"27,500"
1428,SU,Urology,SU022,Pyeloplasty,SU022A,Pyeloplasty - Follow Up,"1,500",NA,NA,"1,500"
1429,SU,"Urology, Pediatric Surgery",SU023,Ureterocalycostomy,SU023A,Ureterocalycostomy - Open,"25,000",NA,NA,"25,000"
1430,SU,"Urology, Pediatric Surgery",SU023,Ureterocalycostomy,SU023B,Ureterocalycostomy -  Laparoscopic,"25,000",NA,NA,"25,000"
1431,SU,"Urology, Pediatric Surgery",SU024,Pyelolithotomy,SU024A,Open,"28,000",NA,NA,"28,000"
1432,SU,"Urology, Pediatric Surgery",SU024,Pyelolithotomy,SU024B,Lap.,"28,000",NA,NA,"28,000"
1433,SU,Urology,SU025,Internal Ureterotomy including  cystoscopy as an independent  procedure,SU025A,Internal Ureterotomy including  cystoscopy as an independent  procedure,"10,000",NA,NA,"10,000"
1434,SU,Urology,SU026,Ureterolysis for retroperitoneal  fibrosis (with or without omental  wrapping),SU026A,Open,"28,000",NA,NA,"28,000"
1435,SU,Urology,SU026,Ureterolysis for retroperitoneal  fibrosis (with or without omental  wrapping),SU026B,Lap.,"28,000",NA,NA,"28,000"
1436,SU,"Urology, Pediatric Surgery",SU027,Ureterostomy,SU027A,Ureterostomy (Cutaneous),"20,000",NA,NA,"20,000"
1437,SU,"Urology, Pediatric Surgery",SU028,Uretero-ureterostomy,SU028A,Open,"25,000",NA,NA,"25,000"
1438,SU,"Urology, Pediatric Surgery",SU028,Uretero-ureterostomy,SU028B,Lap.,"25,000",NA,NA,"25,000"
1439,SU,"Urology , Obstetrics &  Gynecology",SU029,Uretero-vaginal / Uterine  fistula repair,SU029A,Uretero - vaginal fistula repair -  Open,"25,000",NA,NA,"25,000"
1440,SU,"Urology , Obstetrics &  Gynecology",SU029,Uretero-vaginal / Uterine  fistula repair,SU029B,Uretero - Uterine fistula repair -  Open,"25,000",NA,NA,"25,000"
1441,SU,"Urology , Obstetrics &  Gynecology",SU029,Uretero-vaginal / Uterine  fistula repair,SU029C,Uretero - vaginal fistula repair -  Laparoscopic,"25,000",NA,NA,"25,000"
1442,SU,"Urology , Obstetrics &  Gynecology",SU029,Uretero-vaginal / Uterine  fistula repair,SU029D,Uretero - Uterine fistula repair -  Laparoscopic,"25,000",NA,NA,"25,000"
1443,SU,"Urology, Pediatric Surgery",SU030,Ureteric reimplantation,SU030A,Open,"23,000",U/L - 23000 B/L - 33000,NA,U/L - 23000 B/L - 33000
1444,SU,"Urology, Pediatric Surgery",SU030,Ureteric reimplantation,SU030B,Lap.,"23,000",U/L - 23000 B/L - 33000,NA,U/L - 23000 B/L - 33000
1445,SU,Urology,SU031,Boari flap for ureteric stricture,SU031A,Open,"30,000",NA,NA,"30,000"
1446,SU,Urology,SU031,Boari flap for ureteric stricture,SU031B,Lap.,"30,000",NA,NA,"30,000"
1447,SU,Urology,SU032,Ileal replacement for ureteric  stricture,SU032A,Ileal replacement for ureteric  stricture,"46,000",NA,NA,"46,000"
1448,SU,"Urology, Pediatric Surgery",SU033,"DJ stenting including  cystoscopy, ureteric  catheterization, retrograde  pyelogram",SU033A,"DJ stenting including  cystoscopy, ureteric  catheterization, retrograde  pyelogram","9,800",NA,DJ Stent - 200,"10,000"
1449,SU,Urology,SU034,DJ Stent Removal,SU034A,DJ Stent Removal,"5,000",NA,NA,"5,000"
1450,SU,Urology,SU035,"Ureterocele incision including  cystoscopy, ureteric  catheterization, retrograde  pyelogram",SU035A,"Ureterocele incision including  cystoscopy, ureteric  catheterization, retrograde  pyelogram","15,000",NA,NA,"15,000"
1451,SU,Urology,SU036,"Ureteric sampling including  cystoscopy, ureteric  catheterization, retrograde  pyelogram",SU036A,"Ureteric sampling including  cystoscopy, ureteric  catheterization, retrograde  pyelogram","11,000",NA,NA,"11,000"
1452,SU,"Urology, Pediatric Surgery",SU037,Acute management of upper  urinary tract trauma –  conservative,SU037A,Acute management of upper  urinary tract trauma –  conservative,"2,000",Routine Ward - 2000,NA,Routine Ward - 2000
1453,SU,Urology,SU038,Endopyelotomy,SU038A,Retrograde with laser /  bugbee,"25,000",NA,NA,"25,000"
1454,SU,Urology,SU038,Endopyelotomy,SU038B,Antegrade with laser / bugbee,"25,000",NA,NA,"25,000"
1455,SU,Urology,SU039,Open Pyelolithotomy - Follow  Up,SU039A,Open Pyelolithotomy - Follow  Up,"1,200",NA,NA,"1,200"
1456,SU,"Urology, Pediatric Surgery",SU040,"Cystolithotomy - Open,  including cystoscopy",SU040A,Open - including cystoscopy,"18,500",NA,NA,"18,500"
1457,SU,"Urology, Pediatric Surgery",SU041,"Cystolithotripsy / Urethral  Stone endoscopic, including  cystoscopy",SU041A,"Cystolithotripsy endoscopic,  including cystoscopy","18,500",NA,NA,"18,500"
1458,SU,"Urology, Pediatric Surgery",SU041,"Cystolithotripsy / Urethral  Stone endoscopic, including  cystoscopy",SU041B,"Urethral Stone removal  endoscopic, including  cystoscopy","18,500",NA,NA,"18,500"
1459,SU,"Urology, Pediatric Surgery",SU042,Diagnostic Cystoscopy,SU042A,Diagnostic Cystoscopy,"6,500",NA,NA,"6,500"
1460,SU,"Urology, Surgical Oncology,  Pediatric Surgery",SU043,Partial Cystectomy,SU043A,Open,"23,000",NA,NA,"23,000"
1461,SU,"Urology, Surgical Oncology,  Pediatric Surgery",SU043,Partial Cystectomy,SU043B,Lap.,"23,000",NA,NA,"23,000"
1462,SU,Urology,SU044,Partial Cystectomy - Follow Up,SU044A,"Partial Cystectomy - Follow Up                                       1,000",,NA,NA,"1,000"
1463,SU,"Urology, Pediatric Surgery",SU045,Augmentation cystoplasty,SU045A,Open,"30,000",NA,NA,"30,000"
1464,SU,"Urology, Pediatric Surgery",SU045,Augmentation cystoplasty,SU045B,Lap.,"30,000",NA,NA,"30,000"
1465,SU,Urology,SU046,Deflux for VUR,SU046A,Deflux for VUR,"1,200",NA,NA,"1,200"
1466,SU,Urology,SU047,Bladder Diverticulectomy,SU047A,Bladder Diverticulectomy -  Follow Up,"1,000",NA,NA,"1,000"
1467,SU,"Urology, Pediatric Surgery",SU048,Open bladder diverticulectomy  with / without ureteric re- implantation,SU048A,Open bladder diverticulectomy  with / without ureteric re- implantation,"25,000",NA,NA,"25,000"
1468,SU,"Urology, Pediatric Surgery",SU049,Bladder injury repair  (with or without urethral injury),SU049A,Bladder injury repair  (with or without urethral injury),"23,000",NA,NA,"23,000"
1469,SU,"Urology, Pediatric Surgery",SU050,Bladder injury repair with  colostomy  (with or without urethral injury),SU050A,Bladder injury repair with  colostomy  (with or without urethral injury),"27,500",NA,NA,"27,500"
1470,SU,"Urology, Pediatric Surgery",SU051,Extrophy Bladder repair  including osteotomy if needed  + epispadias repair + ureteric  reimplant,SU051A,Extrophy Bladder repair  including osteotomy if needed  + epispadias repair + ureteric  reimplant,"65,000",NA,NA,"65,000"
1471,SU,"Urology, Pediatric Surgery",SU052,Neurogenic bladder - Package  for evaluation / investigation  (catheter + ultrasound +  culture + RGU/ MCU) for 1  month (medicines - antibiotics),SU052A,Neurogenic bladder - Package  for evaluation / investigation  (catheter + ultrasound +  culture + RGU/ MCU) for 1  month (medicines - antibiotics),"14,300",NA,NA,"14,300"
1472,SU,"Urology, Pediatric Surgery",SU053,Y V Plasty of Bladder Neck /  Bladder Neck Reconstruction,SU053A,Y V Plasty of Bladder Neck /  Bladder Neck Reconstruction,"23,000",NA,NA,"23,000"
1473,SU,Urology,SU054,Bladder Neck incision -  Endoscopic,SU054A,Bladder Neck incision -  Endoscopic,"15,000",NA,NA,"15,000"
1474,SU,"Urology, Surgical Oncology",SU055,TURBT  (Transurethral Resection of  the Bladder Tumor),SU055A,TURBT  (Transurethral Resection of  the Bladder Tumor),"27,500",NA,NA,"27,500"
1475,SU,"Urology, Surgical Oncology",SU056,TURBT - Restage,SU056A,TURBT - Restage,"18,000",NA,NA,"18,000"
1476,SU,Urology,SU057,Post TURBT - Check  Cystoscopy (Per sitting) with  cold-cup biopsy,SU057A,Post TURBT - Check  Cystoscopy (Per sitting) with  cold-cup biopsy,"10,000",NA,NA,"10,000"
1477,SU,Urology,SU058,Urachal Cyst excision,SU058A,Urachal Cyst excision - Open,"18,500",NA,NA,"18,500"
1478,SU,Urology,SU058,Urachal Cyst excision,SU058B,Urachal Cyst excision -  Laparoscopic,"18,500",NA,NA,"18,500"
1479,SU,Urology,SU059,VVF Repair - Follow Up,SU059A,VVF Repair - Follow Up,"1,500",NA,NA,"1,500"
1480,SU,"Urology, Medical Oncology",SU060,Intravesical BCG / Mitomycin,SU060A,Induction cycles,"15,000",NA,NA,"15,000"
1481,SU,"Urology, Medical Oncology",SU060,Intravesical BCG / Mitomycin,SU060B,Maintenance,"30,000",NA,NA,"30,000"
1482,SU,"Urology, Pediatric Surgery",SU061,Suprapubic Drainage - Closed  / Trocar,SU061A,Suprapubic Drainage - Closed  / Trocar,"5,000",NA,NA,"5,000"
1483,SU,"Urology, Surgical Oncology",SU062,Stress incontinence surgery,SU062A,Stress incontinence surgery -  Open,"23,000",NA,BIS standard sling for women -  5000,"28,000"
1484,SU,Urology,SU063,Repair of stress incontinence -  Follow Up,SU063A,Repair of stress incontinence -  Follow Up,"1,000",NA,NA,"1,000"
1485,SU,"Urology, Pediatric Surgery",SU064,Emergency management of  Acute retention of Urine,SU064A,Emergency management of  Acute retention of Urine,"2,000",Routine Ward - 2000,NA,Routine Ward - 2000
1486,SU,"Urology, Pediatric Surgery",SU065,Meatotomy / Meatoplasty,SU065A,Meatotomy,"3,500",NA,NA,"3,500"
1487,SU,"Urology, Pediatric Surgery",SU065,Meatotomy / Meatoplasty,SU065B,Meatoplasty,"3,500",NA,NA,"3,500"
1488,SU,"Urology, Pediatric Surgery",SU066,Urethroplasty,SU066A,Urethroplasty - End to end,"28,000",NA,NA,"28,000"
1489,SU,"Urology, Pediatric Surgery",SU066,Urethroplasty,SU066B,Urethroplasty - Substitution -  single stage,"28,000",NA,NA,"28,000"
1490,SU,"Urology, Pediatric Surgery",SU066,Urethroplasty,SU066C,Urethroplasty - Substitution -  two stage,"41,500",NA,NA,"41,500"
1491,SU,"Urology, Pediatric Surgery",SU066,Urethroplasty,SU066D,Urethroplasty - Transpubic,"32,000",NA,NA,"32,000"
1492,SU,Urology,SU067,Urethroplasty Follow Up,SU067A,Urethroplasty Follow Up,"1,000",NA,NA,"1,000"
1493,SU,"Urology, Pediatric Surgery",SU068,Urethral Dilatation,SU068A,Non endocopic as an  independent procedure,"2,000",NA,NA,"2,000"
1494,SU,"Urology, Pediatric Surgery",SU068,Urethral Dilatation,SU068B,Endocopic as an independent  procedure,"5,000",NA,NA,"5,000"
1495,SU,"Urology, Pediatric Surgery",SU069,Perineal Urethrostomy without  closure,SU069A,Perineal Urethrostomy without  closure,"20,000",NA,NA,"20,000"
1496,SU,"Urology, Pediatric Surgery",SU070,Post. Urethral Valve  fulguration,SU070A,Post. Urethral Valve  fulguration,"14,000",NA,NA,"14,000"
1497,SU,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU071,Hypospadias repair,SU071A,Single stage,"28,000",NA,NA,"28,000"
1498,SU,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU071,Hypospadias repair,SU071B,Two or more stage (First  Stage),"12,000",NA,NA,"12,000"
1499,SU,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU071,Hypospadias repair,SU071C,Two or more stage  (Intermediate Stage),2,NA,NA,2
1500,SU,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU071,Hypospadias repair,SU071D,Two or more stage (Final  Stage),"30,000",NA,NA,"30,000"
1501,SU,Urology,SU072,Hypospadias Repair - Follow  Up,SU072A,Hypospadias Repair - Follow  Up,"1,000",NA,NA,"1,000"
1502,SU,"Urology, Pediatric Surgery,  Emergency",SU073,Emergency management of  Hematuria,SU073A,Emergency management of  Hematuria,"2,000",Routine Ward - 2000,NA,Routine Ward - 2000
1503,SU,Urology,SU074,Excision of Urethral Caruncle,SU074A,Excision of Urethral Caruncle,"5,000",NA,NA,"5,000"
1504,SU,"Urology, Obstetrics &  Gynecology, Pediatric Surgery",SU075,Urethrovaginal fistula repair,SU075A,Urethrovaginal fistula repair,"30,000",NA,NA,"30,000"
1505,SU,"Urology, Pediatric Surgery",SU076,Urethrorectal fistula repair,SU076A,Urethrorectal fistula repair,"40,000",NA,NA,"40,000"
1506,SU,Urology,SU077,Open simple prostatetctomy  for BPH,SU077A,Open simple prostatetctomy  for BPH,"27,500",NA,NA,"27,500"
1507,SU,Urology,SU078,Radical prostatectomy,SU078A,Open,"50,000",NA,NA,"50,000"
1508,SU,Urology,SU078,Radical prostatectomy,SU078B,Lap.,"50,000",NA,NA,"50,000"
1509,SU,Urology,SU079,Holmium Laser Prostatectomy,SU079A,Holmium Laser Prostatectomy,"40,000",NA,NA,"40,000"
1510,SU,Urology,SU080,"TURP-Transurethral Resection  of the Prostate, BPH",SU080A,Monopolar,"27,500",NA,NA,"27,500"
1511,SU,Urology,SU080,"TURP-Transurethral Resection  of the Prostate, BPH",SU080B,Bipolar,"27,500",NA,NA,"27,500"
1512,SU,Urology,SU081,Transrectal Ultrasound guided  prostate biopsy (minimum 12  core),SU081A,Transrectal Ultrasound guided  prostate biopsy (minimum 12  core),"10,000",NA,NA,"10,000"
1513,SU,"Urology, Surgical Oncology",SU082,Penectomy,SU082A,Partial Penectomy,"15,000",NA,NA,"15,000"
1514,SU,"Urology, Surgical Oncology",SU082,Penectomy,SU082B,Total Penectomy + Perineal  Urethrostomy,"25,000",NA,NA,"25,000"
1515,SU,Urology,SU083,Surgery for Priapism,SU083A,Aspiration,"15,000",NA,NA,"15,000"
1516,SU,Urology,SU083,Surgery for Priapism,SU083B,Shunt,"15,000",NA,NA,"15,000"
1517,SU,Urology,SU084,Surgery for Priaprism - Follow  Up,SU084A,Surgery for Priaprism - Follow  Up,"1,000",NA,NA,"1,000"
1518,SU,Urology,SU085,Penile prosthesis insertion,SU085A,Penile prosthesis insertion,"35,000",NA,Penile Prosthesis - Malleable -  Indian Implant,"35,000"
1519,SU,"Urology, Surgical Oncology,  Pediatric Surgery",SU086,Orchiectomy,SU086A,High inguinal,"13,800",NA,NA,"13,800"
1520,SU,"Urology, Surgical Oncology,  Pediatric Surgery",SU086,Orchiectomy,SU086B,Simple,"10,000",NA,NA,"10,000"
1521,SU,"Urology, Surgical Oncology",SU087,Bilateral Orchidectomy for  hormone ablation,SU087A,Bilateral Orchidectomy for  hormone ablation,"10,000",NA,NA,"10,000"
1522,SU,"Urology, Pediatric Surgery",SU088,Orchiopexy,SU088A,Orchiopexy with laparoscopy,"30,000",U/L - 30000 B/L - 35000,NA,U/L - 30000 B/L - 35000
1523,SU,"Urology, Pediatric Surgery",SU088,Orchiopexy,SU088B,Orchiopexy without  laparoscopy - U/L,"15,000",NA,NA,"15,000"
1524,SU,"Urology, Pediatric Surgery",SU088,Orchiopexy,SU088C,Orchiopexy without  laparoscopy - B/L,"15,000",NA,NA,"15,000"
1525,SU,Urology,SU089,Surgical Correction of  Varicocele,SU089A,Non Microsurgical,"10,000",U/L - 10000 B/L - 15000,NA,U/L - 10000 B/L - 15000
1526,SU,Urology,SU089,Surgical Correction of  Varicocele,SU089B,Microsurgical,"15,000",U/L - 15000 B/L - 20000,NA,U/L - 15000 B/L - 20000
1527,SU,"Urology, Surgical Oncology,  Obstetrics & Gynecology",SU090,Radical Retroperitoneal lymph  node dissection,SU090A,Open,"36,500",NA,NA,"36,500"
1528,SU,"Urology, Surgical Oncology,  Obstetrics & Gynecology",SU090,Radical Retroperitoneal lymph  node dissection,SU090B,Lap.,"36,500",NA,NA,"36,500"
1529,SU,"Urology, Surgical Oncology",SU091,Ilio-Inguinal lymphadenectomy,SU091A,Ilio-Inguinal lymphadenectomy,"18,500",U/L - 18500 B/L - 23500,NA,U/L - 18500 B/L - 23500
1530,SU,"Urology, Obstetrics &  Gynecology",SU092,Hysterectomy as part of VVF /  uterovaginal fistula repair,SU092A,Hysterectomy as part of VVF /  uterovaginal fistula repair,"5,000",NA,NA,"5,000"
1531,SU,Urology,SU093,PCNL - Follow Up,SU093A,PCNL - Follow Up,"1,200",NA,NA,"1,200"
1532,SU,"Urology, Pediatric Surgery",SU094,Emergency management of  Ureteric stone - Package for  evaluation / investigation  (ultrasound + culture) for 3  weeks (medicines).,SU094A,Emergency management of  Ureteric stone - Package for  evaluation / investigation  (ultrasound + culture) for 3  weeks (medicines).,"3,500",NA,NA,"3,500"
1533,SU,Urology,SU095,Retrograde Intrarenal Surgery  with Laser Lithotripsy,SU095A,Retrograde Intrarenal Surgery  with Laser Lithotripsy,"30,000",TBF,TBF,TBF
1534,SO,Obstetrics & Gynecology,SU096,Repair for VVF,SU096A,Open / Vaginal,"34,000",TBF,TBF,TBF
1535,SU,Urology,SU096,Repair for VVF,SU096B,Laparoscopic,"34,000",TBF,TBF,TBF
1536,SU,Urology,SU097,Permanent tunnelled catheter  placement as substitute for AV  fistula in long term dialysis,SU097A,Permanent tunnelled catheter  placement as substitute for AV  fistula in long term dialysis,"30,000",TBF,TBF,TBF
1537,SC,Surgical Oncology,SU098,"Pelvic lymphadenectomy, after  prior cancer surgery",SU098A,Open,"25,000",TBF,TBF,TBF
1538,SU,Urology,SU098,"Pelvic lymphadenectomy, after  prior cancer surgery",SU098B,Laparoscopic,"30,000",TBF,TBF,TBF
1539,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001A,Unifocalization of MAPCA,"100,000",NA,NA,"100,000"
1540,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001B,Isolated Secundum Atrial  Septal Defect (ASD) Repair,"100,000",NA,NA,"100,000"
1541,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001C,Glenn procedure,"100,000",NA,NA,"100,000"
1542,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001D,Pulmonary Artery Banding,"100,000",NA,NA,"100,000"
1543,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001E,Systemic - Pulmonary Artery  shunt,"100,000",NA,PTFE Patch - Thin - 30000,"130,000"
1544,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001F,Vascular Ring division,"100,000",NA,NA,"100,000"
1545,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001G,Coarctation repair,"100,000",NA,Dacron Graft - Straight -  30000,"130,000"
1546,SV,CTVS,SV001,Surgical Correction of  Category - I Congenital Heart  Disease,SV001H,BT Shunt (inclusives of grafts),"150,000",TBF,TBF,TBF
1547,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002A,ASD closure + Partial  Anomalous Venous Drainage  Repair,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1548,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002B,ASD Closure + Mitral  procedure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1549,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002C,ASD Closure + Tricuspid  procedure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1550,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002D,ASD Closure + Pulmonary  procedure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1551,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002E,ASD Closure + Infundibular  procedure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1552,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002F,VSD closure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1553,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002G,Infundibular PS repair,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1554,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002H,Valvular PS / PR repair,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1555,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002I,Partial AV canal repair,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1556,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002J,Intermediate AV canal repair,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1557,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002K,Atrial septectomy + Glenn,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1558,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002L,Atrial septectomy + PA Band,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
1559,SV,CTVS,SV002,Surgical Correction of  Category - II Congenital Heart  Disease,SV002M,Sinus of Valsalva aneurysm  repair with aortic valve  procedure,"120,000",NA,PTFE Patch - Thin - 30000 Mechanical Valve - Bileaflet -  40000 Mechanical Valve - Tilting Disc  - 28000 Pericardial Patch - 18000 Tissue Valve - 70000 Valve Ring - Mitral - 35000 Valve Ring - Tricuspid - 35000,PTFE Patch - Thin - 150000 Mechanical Valve - Bileaflet -  160000 Mechanical Valve - Tilting Disc  - 148000 Pericardial Patch - 138000 Tissue Valve - 190000 Valve Ring - Mitral - 155000 Valve Ring - Tricuspid -  155000
