,Sentences,Filename
3253,"NA NA 15,400 MO Medical Oncology MO068 CT for Pediatric Non Hodgkins Lymphoma MO068D MCP - 842 13,200 NA NA 13,200 MO Medical Oncology MO069 PEDIATRIC-GCT/JEB MO069A Pediatric - Germ Cell Tumor / JEB 10,000 NA NA 10,000 Page 87 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MO Medical Oncology MO070 CT for Pediatric Hepatoblastoma MO070A",HBP-2.1.pdf
3254,"Carboplatin + Cisplatin + Doxorubicin 4,900 NA NA 4,900 MO Medical Oncology MO070 CT for Pediatric Hepatoblastoma MO070B Cisplatin 5,600 NA NA 5,600 MO Medical Oncology MO071 CT for CA Lung MO071A Docetaxel Docetaxel 75 mg/m2 D1 every 21 days 16,200 NA NA 16,200 MO Medical Oncology MO071 CT for CA Lung MO071B Erlotinib Erlotinib 150 mg once daily 13,000 NA NA 13,000 MO Medical Oncology MO071 CT for CA Lung MO071C Gefitnib Gefitinib 250 mg once daily 11,000 NA NA 11,000 Page 88 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MO Medical Oncology MO071 CT for CA Lung MO071D",HBP-2.1.pdf
3255,"Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days 15,100 NA NA 15,100 MO Medical Oncology MO071 CT for CA Lung MO071E Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days 10,000 NA NA 10,000 MO Medical Oncology MO071 CT for CA Lung MO071F",HBP-2.1.pdf
3256,"Topotecan Topotecan 1.5 mg/m2 D1-D5 every 21 days 24,600 NA NA 24,600 MO Medical Oncology MO071 CT for CA Lung MO071G Docetaxel Docetaxel 20 mg/m2 D1 every week 14,600 NA NA 14,600 MO Medical Oncology MO071 CT for CA Lung MO071H Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every 21 days 7,100 NA NA 7,100 Page 89 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MO Medical Oncology MO071 CT for CA Lung MO071I Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 every 21 days 5,500 NA NA 5,500 MO Medical Oncology MO071 CT for CA Lung MO071J",HBP-2.1.pdf
3257,"Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days 8,900 NA NA 8,900 MO Medical Oncology MO071 CT for CA Lung MO071K Gemcitabine + Carboplatin Gemcitabine 1000 mg/m2 D1 D8 Carboplatin AUC 5-6 D1 every 21 days 14,300 NA NA 14,300 MO Medical Oncology MO071 CT for CA Lung MO071L",HBP-2.1.pdf
3258,"Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 75 mg/m2 D1 D8 every 21 days 11,100 NA NA 11,100 MO Medical Oncology MO071 CT for CA Lung MO071M Paclitaxel Paclitaxel 80mg/m2 every week 5,800 NA NA 5,800 Page 90 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MO Medical Oncology MO071 CT for CA Lung MO071N",HBP-2.1.pdf
3259,"Paclitaxel Paclitaxel 175mg/m2 every 21 days 12,000 NA NA 12,000 MO Medical Oncology MO071 CT for CA Lung MO071O",HBP-2.1.pdf
3260,"Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every week 7,900 NA NA 7,900 MO Medical Oncology MO071 CT for CA Lung MO071P",HBP-2.1.pdf
3261,"Paclitaxel + Cisplatin Paclitaxel 175 mg/m2 D1 Cisplatin 75mg/m2 D1 every 21 days 13,500 NA NA 13,500 MO Medical Oncology MO071 CT for CA Lung MO071Q Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 days 9,200 NA NA 9,200 MO Medical Oncology MO071 CT for CA Lung MO071R Pemetrexed Pemetrexed 500mg/m2 D1 every 21 days 7,600 NA NA 7,600 Page 91 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MO Medical Oncology MO071 CT for CA Lung MO071S Vinorelbine + Carboplatin Vinorelbine 25mg/m2 D1 D8 CarboplatinAUC 5-6 D1 every 21 days 22,800 NA NA 22,800 MO Medical Oncology MO071 CT for CA Lung MO071T Vinorelbine + Cisplatin Vinorelbine 25mg/m2 D1 D8 Cisplatin 75mg/m2 D1 every 21 days 20,600 NA NA 20,600 MO Medical Oncology MO072 CT for CA Cervix MO072A Carboplatin Carboplatin AUC 2 every week 2,400 TBF TBF TBF MP Pediatric Medical Management MP001 Febrile seizures / other seizures MP001A",HBP-2.1.pdf
3262,"Febrile seizures 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP001 Febrile seizures / other seizures MP001B Flury of seizures 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 92 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP001 Febrile seizures / other seizures MP001C Neurocysticercosis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP001 Febrile seizures / other seizures MP001D Epilepsy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP002 Epileptic encephalopathy MP002A Epileptic encephalopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP003 Acute encephalitis",HBP-2.1.pdf
3263,"Infectious - uncomplicated 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP003 Acute encephalitis MP003B Immune-mediated - uncomplicated 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 93 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP004 Acute encephalitis syndrome MP004A Acute encephalitis syndrome 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005A Acute meningo encephalitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005B Aseptic meningitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005C Febrile encephalopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005D",HBP-2.1.pdf
3264,"Hypertensive encehalopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 94 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005E",HBP-2.1.pdf
3265,"Metabolic encephalopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005F Hepatic encephalopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP005 Acute meningo encephalitis / aseptic meningitis / febrile encephalopathy / hypertensive encehalopathy / metabolic encephalopathy / hepatic encephalopathy / brain abcess MP005G Brain abscess 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP006 Meningitis MP006A Chronic meningitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP006 Meningitis MP006B",HBP-2.1.pdf
3266,"Partially treated pyogenic meningitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 95 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP006 Meningitis MP006C Neuro tuberculosis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP006 Meningitis MP006D Complicated bacterial meningitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP006 Meningitis MP006E Acute meningitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP007 Optic neuritis",HBP-2.1.pdf
3267,"Optic neuritis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP008 Medical Management for Raised intracranial pressure MP008A",HBP-2.1.pdf
3268,"After other emergency neuro surgical procedures / For ICP monitoring 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 96 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP009 Intracranial hemorrhage MP009A",HBP-2.1.pdf
3269,"Intracranial hemorrhage 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP010 Intracranial space occupying lesion MP010A Intracranial space occupying lesion 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP011 Intracranial ring enhancing lesion with complication (tuberculoma)",HBP-2.1.pdf
3270,"MP011A Intracranial ring enhancing lesion with complication (tuberculoma) 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP012 Cerebral herniation MP012A Cerebral herniation 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP013 Acute neuroregression / Acute worsening in neuro metabolic and neurodegenerative conditions MP013A Acute neuroregression / Acute worsening in neuro metabolic and neurodegenerative conditions 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 97 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP014 Acute demyelinating myelopathy MP014A Acute demyelinating myelopathy 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP015 Juvenile myasthenia MP015A",HBP-2.1.pdf
3271,"Juvenile myasthenia 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP016 Acute ataxia MP016A Acute ataxia 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP017 Acute ischemic stroke MP017A",HBP-2.1.pdf
3272,"Acute ischemic stroke 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP018 Wheezing MP018A Wheezing 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 98 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP019 Chronic cough MP019A",HBP-2.1.pdf
3273,"Chronic cough 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP020 Acute urticaria / Anaphylaxis acute asthma MP020A",HBP-2.1.pdf
3274,"Acute urticaria 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP020 Acute urticaria / Anaphylaxis acute asthma MP020B",HBP-2.1.pdf
3275,"Anaphylaxis acute asthma 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) -",HBP-2.1.pdf
3276,"4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP021 Acute abdomen MP021A Acute abdomen 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP022",HBP-2.1.pdf
3277,"Celiac disease MP022A Celiac disease 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 99 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management, General Medicine MP023 Unexplained hepatosplenomegaly MP023A Unexplained hepatosplenomegaly 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP024 Infantile cholestasis MP024A Infantile cholestasis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP025 Acute glomerulonephritis MP025A Acute glomerulonephritis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP026 Nephrotic syndrome with peritonitis MP026A Nephrotic syndrome with peritonitis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP027 Haemolytic uremic syndrome MP027A",HBP-2.1.pdf
3278,"Haemolytic uremic syndrome 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 100 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP028 CRRT MP028A CRRT 8,000 NA NA 8,000 MP Pediatric Medical Management MP029 Global developmental delay / Intellectual disability of unknown etiology MP029A Global developmental delay 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500",HBP-2.1.pdf
3279,"NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP029 Global developmental delay / Intellectual disability of unknown etiology MP029B Intellectual disability of unknown etiology 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP030 Rickets - requiring admission for Work Up MP030A Rickets - requiring admission for Work Up 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500",HBP-2.1.pdf
3280,"NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP031 Acute severe malnutrition MP031A Acute severe malnutrition 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500",HBP-2.1.pdf
3281,"NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 101 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP032 Developmental and behavioral disorders MP032A Developmental and behavioral disorders 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500",HBP-2.1.pdf
3282,"Short stature 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP034 Dysmorphic children MP034A Dysmorphic children 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP035 Floppy infant MP035A Floppy infant 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP036 Inborn errors of metabolism MP036A Inborn errors of metabolism 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 102 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP",HBP-2.1.pdf
3283,"2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP037 Wilson’s disease MP037A Wilson’s disease 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP038 Rheumatoid arthritis MP038A Rheumatoid arthritis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP039 Rheumatic fever MP039A Rheumatic fever 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP040",HBP-2.1.pdf
3284,"Cyanotic spells MP040A Cyanotic spells 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) -",HBP-2.1.pdf
3285,"Cyanotic spells MP040B Cyanotic spells with CHD 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 Page 103 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code HBP 2.1 AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price MP Pediatric Medical Management MP040",HBP-2.1.pdf
3286,"Cyanotic spells MP040C Cyanotic spells with Chest infection 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP040",HBP-2.1.pdf
3287,"Cyanotic spells MP040D Cyanotic spells with Sepsis 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP041 Immune haemolytic anemia",HBP-2.1.pdf
3288,"MP041A Immune haemolytic anemia 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management, General Medicine MP042 Idiopathic Thrombocytopenic Purpura MP042A Idiopathic Thrombocytopenic Purpura 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 NA Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500 MP Pediatric Medical Management MP043 Kawasaki Disease MP043A Kawasaki Disease 1,800 Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500",HBP-2.1.pdf
